epoch,train_loss,val_top1,val_top5,lr
139,3.551375,0.5704,0.8041,0.00014719
140,3.573721,0.5695,0.8041,0.00014593
141,3.507354,0.5728,0.8012,0.00014466
142,3.536224,0.5759,0.804,0.00014339
143,3.514446,0.5768,0.8083,0.00014212
144,3.538343,0.5705,0.8052,0.00014085
145,3.472763,0.5783,0.8095,0.00013957
146,3.523546,0.5673,0.8022,0.0001383
147,3.514075,0.5753,0.8095,0.00013702
148,3.550536,0.5721,0.8066,0.00013575
149,3.491843,0.5749,0.8026,0.00013447
150,3.430811,0.572,0.8061,0.00013319
151,3.472395,0.5805,0.8108,0.00013192
152,3.498236,0.578,0.8074,0.00013064
153,3.478694,0.5839,0.812,0.00012936
154,3.485734,0.5733,0.8058,0.00012808
155,3.508967,0.5784,0.8105,0.00012681
156,3.468948,0.5821,0.8124,0.00012553
157,3.415895,0.5809,0.8096,0.00012425
158,3.479693,0.5781,0.8086,0.00012298
159,3.442643,0.5796,0.8156,0.0001217
160,3.40932,0.5836,0.8127,0.00012043
161,3.466957,0.5777,0.8074,0.00011915
162,3.428108,0.5842,0.8106,0.00011788
163,3.390671,0.5845,0.8101,0.00011661
164,3.45828,0.5809,0.8068,0.00011534
165,3.469879,0.5862,0.8115,0.00011407
166,3.443402,0.5814,0.8095,0.00011281
167,3.387383,0.5867,0.811,0.00011154
168,3.434805,0.5873,0.8106,0.00011028
169,3.428678,0.5854,0.8138,0.00010902
170,3.409555,0.5851,0.8135,0.00010777
171,3.370887,0.5811,0.8168,0.00010651
172,3.361202,0.5816,0.811,0.00010526
173,3.392482,0.5818,0.8116,0.00010401
174,3.413021,0.5912,0.815,0.00010276
175,3.439006,0.5888,0.8157,0.00010152
176,3.394794,0.5828,0.8128,0.00010028
177,3.380101,0.5839,0.8139,9.904e-05
178,3.392832,0.5874,0.8127,9.781e-05
179,3.399938,0.5873,0.814,9.658e-05
180,3.371704,0.5859,0.8129,9.536e-05
181,3.371053,0.5895,0.8144,9.414e-05
182,3.38875,0.5903,0.8154,9.292e-05
183,3.342819,0.5927,0.8143,9.17e-05
184,3.337011,0.5952,0.8157,9.05e-05
185,3.32467,0.5908,0.8175,8.929e-05
186,3.350694,0.5918,0.8136,8.809e-05
187,3.391031,0.5922,0.8171,8.69e-05
188,3.421719,0.5907,0.8118,8.571e-05
189,3.338505,0.5941,0.8177,8.452e-05
190,3.397212,0.5941,0.8179,8.334e-05
191,3.308518,0.5907,0.8186,8.217e-05
192,3.327844,0.5943,0.814,8.1e-05
193,3.337157,0.5895,0.8188,7.983e-05
194,3.322047,0.5927,0.8185,7.868e-05
195,3.365499,0.5925,0.8155,7.752e-05
196,3.325913,0.5936,0.8157,7.638e-05
197,3.327126,0.5936,0.8189,7.524e-05
198,3.334432,0.5887,0.814,7.41e-05
199,3.341362,0.5907,0.8152,7.298e-05
200,3.315181,0.5932,0.8183,7.185e-05
201,3.31424,0.5967,0.817,7.074e-05
202,3.244173,0.5955,0.8187,6.963e-05
203,3.327634,0.5938,0.8145,6.853e-05
204,3.364069,0.5937,0.8176,6.744e-05
205,3.303126,0.5979,0.8153,6.635e-05
206,3.332185,0.5955,0.8175,6.527e-05
207,3.282487,0.5955,0.8167,6.42e-05
208,3.352192,0.5956,0.8154,6.313e-05
209,3.291308,0.5921,0.8144,6.208e-05
210,3.339324,0.5956,0.8164,6.103e-05
211,3.303781,0.597,0.8185,5.998e-05
212,3.308288,0.5984,0.8199,5.895e-05
213,3.303726,0.5955,0.8183,5.792e-05
214,3.301618,0.5959,0.8168,5.691e-05
215,3.287302,0.5985,0.8196,5.59e-05
216,3.313823,0.5954,0.8183,5.49e-05
217,3.247005,0.5976,0.8169,5.39e-05
218,3.31925,0.5968,0.8189,5.292e-05
219,3.23293,0.5965,0.8156,5.194e-05
220,3.307853,0.6027,0.8214,5.098e-05
221,3.238994,0.6007,0.8169,5.002e-05
222,3.277779,0.5974,0.8168,4.907e-05
223,3.329873,0.6002,0.8162,4.813e-05
224,3.243945,0.5998,0.8198,4.72e-05
225,3.311764,0.6049,0.821,4.628e-05
226,3.283733,0.6027,0.8201,4.537e-05
227,3.323726,0.5971,0.8168,4.447e-05
228,3.27033,0.5984,0.819,4.358e-05
229,3.188773,0.6003,0.822,4.27e-05
230,3.264835,0.6009,0.8183,4.183e-05
231,3.213801,0.5992,0.8201,4.097e-05
232,3.258137,0.5961,0.818,4.011e-05
233,3.306457,0.6022,0.8203,3.927e-05
