epoch,train_loss,val_top1,val_top5,lr
0,5.24895,0.0313,0.1117,4.167e-05
1,5.165916,0.0519,0.1694,8.333e-05
2,5.096688,0.0717,0.2248,0.000125
3,5.052874,0.0857,0.2424,0.00016667
4,5.008277,0.1031,0.2946,0.00020833
5,4.966104,0.109,0.303,0.00025
6,4.937621,0.1277,0.3377,0.00024999
7,4.907505,0.1372,0.3538,0.00024997
8,4.895393,0.1442,0.3631,0.00024994
9,4.876748,0.1535,0.375,0.00024989
10,4.860391,0.1656,0.3954,0.00024983
11,4.835982,0.1727,0.4083,0.00024976
12,4.814105,0.1839,0.4153,0.00024967
13,4.789672,0.1852,0.4287,0.00024956
14,4.784668,0.1938,0.4341,0.00024945
15,4.753809,0.2069,0.4612,0.00024932
16,4.720998,0.2012,0.4546,0.00024918
17,4.70428,0.2217,0.4712,0.00024902
18,4.681922,0.2237,0.4721,0.00024885
19,4.669842,0.2353,0.4977,0.00024867
20,4.653212,0.237,0.4914,0.00024847
21,4.618696,0.2494,0.5067,0.00024826
22,4.626304,0.2527,0.514,0.00024804
23,4.604794,0.2605,0.5104,0.0002478
24,4.589547,0.2734,0.5316,0.00024755
25,4.553482,0.2753,0.5427,0.00024729
26,4.574072,0.2864,0.555,0.00024701
27,4.524022,0.2868,0.5549,0.00024672
28,4.511436,0.29,0.5615,0.00024642
29,4.504966,0.3016,0.5687,0.0002461
30,4.526923,0.3097,0.5759,0.00024577
31,4.460743,0.3043,0.5741,0.00024543
32,4.487692,0.3114,0.5885,0.00024507
33,4.466545,0.317,0.5908,0.0002447
34,4.428262,0.3354,0.6073,0.00024432
35,4.416921,0.3382,0.6077,0.00024393
36,4.394352,0.3424,0.6105,0.00024352
37,4.390955,0.3506,0.619,0.0002431
38,4.380336,0.3575,0.6315,0.00024267
39,4.356203,0.3454,0.6244,0.00024222
40,4.357399,0.3557,0.6292,0.00024176
41,4.353042,0.3668,0.635,0.00024129
42,4.335312,0.3708,0.6497,0.0002408
43,4.320528,0.3822,0.649,0.00024031
44,4.295769,0.379,0.6552,0.0002398
45,4.2795,0.3775,0.653,0.00023928
46,4.277803,0.382,0.6529,0.00023874
47,4.267388,0.3855,0.6612,0.0002382
48,4.24021,0.3935,0.6629,0.00023764
49,4.247541,0.3982,0.6755,0.00023707
50,4.21806,0.4006,0.6757,0.00023648
51,4.247232,0.4025,0.6795,0.00023589
52,4.211262,0.4087,0.6775,0.00023528
53,4.188928,0.414,0.6824,0.00023466
54,4.193003,0.4058,0.6753,0.00023403
55,4.204475,0.419,0.6893,0.00023339
56,4.196759,0.4094,0.6856,0.00023273
57,4.161124,0.4207,0.6918,0.00023207
58,4.113127,0.4204,0.6898,0.00023139
59,4.167775,0.4227,0.6962,0.0002307
60,4.152153,0.4311,0.6944,0.00023
61,4.157473,0.4262,0.6943,0.00022929
62,4.119505,0.4297,0.6971,0.00022856
63,4.103661,0.4319,0.7025,0.00022783
64,4.096964,0.4356,0.7044,0.00022708
65,4.10708,0.4432,0.7077,0.00022633
66,4.089229,0.4477,0.7073,0.00022556
67,4.06265,0.4415,0.7078,0.00022478
68,4.038075,0.4501,0.7144,0.00022399
69,4.080824,0.4455,0.7096,0.00022319
70,4.051475,0.4471,0.7122,0.00022238
71,4.061729,0.438,0.7,0.00022156
72,4.051242,0.4466,0.7118,0.00022073
73,4.016996,0.4561,0.7162,0.00021989
74,4.031235,0.4444,0.7094,0.00021903
75,4.002533,0.4472,0.717,0.00021817
76,3.970923,0.4556,0.7172,0.0002173
77,3.972765,0.472,0.7282,0.00021642
78,4.004881,0.463,0.7227,0.00021553
79,4.037134,0.4627,0.7171,0.00021463
80,4.010427,0.4612,0.7222,0.00021372
81,3.949315,0.4659,0.7315,0.0002128
82,3.960497,0.4634,0.7283,0.00021187
83,3.965852,0.4679,0.7251,0.00021093
84,3.956792,0.4671,0.7328,0.00020998
85,3.958357,0.4672,0.727,0.00020902
86,3.891256,0.4692,0.7283,0.00020806
87,3.925041,0.4706,0.7284,0.00020708
88,3.993402,0.4654,0.7269,0.0002061
89,3.952084,0.4756,0.7346,0.0002051
90,3.950682,0.4754,0.7339,0.0002041
91,3.926411,0.4739,0.7365,0.00020309
92,3.894804,0.4807,0.7422,0.00020208
93,3.910917,0.4867,0.7436,0.00020105
94,3.915456,0.4786,0.7334,0.00020002
95,3.890136,0.4696,0.7328,0.00019897
96,3.843977,0.4867,0.7359,0.00019792
97,3.843943,0.488,0.7387,0.00019687
98,3.826753,0.4858,0.7362,0.0001958
99,3.861958,0.4887,0.7477,0.00019473
100,3.816943,0.4868,0.7402,0.00019365
101,3.881877,0.4878,0.7467,0.00019256
102,3.803628,0.4936,0.751,0.00019147
103,3.817516,0.4817,0.7411,0.00019037
104,3.814848,0.4831,0.7379,0.00018926
105,3.862946,0.4879,0.74,0.00018815
106,3.768395,0.4922,0.7435,0.00018702
107,3.80391,0.4876,0.7459,0.0001859
108,3.763426,0.4907,0.7459,0.00018476
109,3.78127,0.4975,0.7484,0.00018362
110,3.792629,0.4922,0.7506,0.00018248
111,3.827121,0.491,0.7468,0.00018132
112,3.723434,0.4905,0.7478,0.00018017
113,3.82452,0.4909,0.7437,0.000179
114,3.794561,0.4912,0.7485,0.00017783
115,3.760685,0.5006,0.7473,0.00017666
116,3.790303,0.5032,0.7503,0.00017548
117,3.77269,0.5028,0.7495,0.00017429
118,3.833352,0.5031,0.7521,0.0001731
119,3.779552,0.5114,0.7573,0.00017191
120,3.785626,0.4971,0.7522,0.00017071
121,3.740225,0.5015,0.752,0.0001695
122,3.693509,0.4976,0.7525,0.0001683
123,3.740793,0.5036,0.754,0.00016708
124,3.732191,0.5015,0.7531,0.00016586
125,3.738941,0.5026,0.7518,0.00016464
126,3.728972,0.5048,0.7561,0.00016342
127,3.738018,0.5058,0.7549,0.00016219
128,3.704368,0.5091,0.7548,0.00016096
129,3.724408,0.5011,0.7536,0.00015972
130,3.685861,0.5014,0.7539,0.00015848
131,3.673888,0.5025,0.7527,0.00015724
132,3.708931,0.5106,0.7561,0.00015599
133,3.71374,0.5019,0.7534,0.00015474
134,3.66544,0.5099,0.7585,0.00015349
135,3.673213,0.5062,0.7549,0.00015223
136,3.660297,0.509,0.7561,0.00015098
137,3.651783,0.5083,0.751,0.00014972
138,3.731675,0.5118,0.7539,0.00014846
139,3.669016,0.5072,0.7538,0.00014719
140,3.688799,0.5114,0.7589,0.00014593
141,3.614683,0.5095,0.7555,0.00014466
142,3.633655,0.5096,0.7518,0.00014339
143,3.642867,0.5104,0.756,0.00014212
144,3.625223,0.512,0.7558,0.00014085
145,3.648866,0.5188,0.7596,0.00013957
146,3.613687,0.5128,0.7596,0.0001383
147,3.592266,0.5161,0.7552,0.00013702
148,3.616258,0.5157,0.7615,0.00013575
149,3.585171,0.5118,0.7561,0.00013447
150,3.583247,0.5145,0.7629,0.00013319
151,3.57936,0.5203,0.7654,0.00013192
152,3.606858,0.5148,0.7629,0.00013064
153,3.600716,0.521,0.7633,0.00012936
154,3.604247,0.5164,0.7647,0.00012808
155,3.579733,0.5132,0.756,0.00012681
156,3.542381,0.5174,0.762,0.00012553
157,3.592895,0.5139,0.7635,0.00012425
158,3.615825,0.5254,0.7661,0.00012298
159,3.545647,0.5208,0.7644,0.0001217
160,3.556836,0.5195,0.7606,0.00012043
161,3.557891,0.5208,0.7623,0.00011915
162,3.574834,0.5229,0.7653,0.00011788
163,3.569865,0.5214,0.7578,0.00011661
164,3.589965,0.5237,0.7662,0.00011534
165,3.552512,0.5207,0.7694,0.00011407
166,3.489895,0.5254,0.7657,0.00011281
167,3.545542,0.5155,0.7553,0.00011154
168,3.568794,0.519,0.7631,0.00011028
169,3.498786,0.5256,0.7667,0.00010902
170,3.494673,0.5244,0.7659,0.00010777
171,3.526886,0.5241,0.766,0.00010651
172,3.512339,0.5247,0.7643,0.00010526
173,3.515726,0.5215,0.7626,0.00010401
174,3.458868,0.5206,0.7616,0.00010276
175,3.426389,0.5243,0.7654,0.00010152
176,3.515485,0.5182,0.7599,0.00010028
177,3.49094,0.5244,0.7635,9.904e-05
178,3.509334,0.5308,0.7698,9.781e-05
179,3.422297,0.528,0.7682,9.658e-05
180,3.451644,0.5234,0.7604,9.536e-05
181,3.454966,0.5275,0.7671,9.414e-05
182,3.459412,0.5217,0.7656,9.292e-05
183,3.528208,0.5262,0.7621,9.17e-05
184,3.414857,0.5341,0.7675,9.05e-05
185,3.482207,0.534,0.7623,8.929e-05
186,3.433771,0.5279,0.7607,8.809e-05
187,3.540718,0.5317,0.7665,8.69e-05
188,3.459051,0.5351,0.7629,8.571e-05
189,3.398485,0.5312,0.7683,8.452e-05
190,3.481497,0.5277,0.7656,8.334e-05
191,3.397606,0.5353,0.767,8.217e-05
192,3.452615,0.5239,0.7592,8.1e-05
193,3.396905,0.5266,0.7626,7.983e-05
194,3.398299,0.5276,0.7632,7.868e-05
195,3.391939,0.5321,0.7634,7.752e-05
196,3.390783,0.5299,0.7655,7.638e-05
197,3.442007,0.5306,0.7653,7.524e-05
198,3.394287,0.5295,0.7633,7.41e-05
199,3.386682,0.5272,0.7666,7.298e-05
200,3.460128,0.5276,0.7627,7.185e-05
201,3.378876,0.5269,0.7619,7.074e-05
202,3.355607,0.5346,0.7634,6.963e-05
203,3.426551,0.5294,0.765,6.853e-05
204,3.404892,0.5299,0.763,6.744e-05
205,3.347962,0.5344,0.7701,6.635e-05
206,3.387541,0.5372,0.7672,6.527e-05
207,3.405767,0.5304,0.7633,6.42e-05
208,3.343537,0.535,0.7689,6.313e-05
209,3.410256,0.5358,0.771,6.208e-05
210,3.455278,0.5331,0.7661,6.103e-05
211,3.395395,0.5361,0.7666,5.998e-05
212,3.355469,0.5316,0.7672,5.895e-05
