epoch,train_loss,val_top1,val_top5,lr
139,3.635347,0.5165,0.7595,0.00014719
140,3.608591,0.5141,0.761,0.00014593
141,3.676194,0.5169,0.7613,0.00014466
142,3.664986,0.511,0.7554,0.00014339
143,3.636122,0.5159,0.7626,0.00014212
144,3.618542,0.5111,0.7567,0.00014085
145,3.589701,0.5117,0.7603,0.00013957
146,3.596062,0.5178,0.7605,0.0001383
147,3.569305,0.5112,0.7597,0.00013702
148,3.610215,0.5168,0.7556,0.00013575
149,3.537011,0.5161,0.7586,0.00013447
150,3.592891,0.5213,0.7632,0.00013319
151,3.504566,0.5198,0.762,0.00013192
152,3.561007,0.519,0.7568,0.00013064
153,3.589354,0.5178,0.7619,0.00012936
154,3.509999,0.5188,0.7576,0.00012808
155,3.547787,0.5208,0.7619,0.00012681
156,3.525988,0.5169,0.7626,0.00012553
157,3.573465,0.5163,0.7624,0.00012425
158,3.55944,0.522,0.7596,0.00012298
159,3.530676,0.522,0.7638,0.0001217
160,3.564582,0.523,0.7615,0.00012043
161,3.533982,0.5226,0.7652,0.00011915
162,3.548239,0.5164,0.7594,0.00011788
163,3.601126,0.5233,0.7581,0.00011661
164,3.49994,0.5182,0.7593,0.00011534
165,3.558487,0.5214,0.7616,0.00011407
166,3.526618,0.5233,0.7656,0.00011281
167,3.520279,0.521,0.7658,0.00011154
168,3.528203,0.5231,0.7631,0.00011028
169,3.491961,0.5255,0.7626,0.00010902
170,3.519226,0.5245,0.7682,0.00010777
171,3.51641,0.5241,0.7623,0.00010651
172,3.486949,0.5264,0.7618,0.00010526
173,3.4875,0.5248,0.7653,0.00010401
174,3.462466,0.5261,0.7649,0.00010276
175,3.486895,0.5222,0.762,0.00010152
176,3.454114,0.5291,0.7661,0.00010028
177,3.440345,0.526,0.762,9.904e-05
178,3.490925,0.5231,0.7631,9.781e-05
179,3.533023,0.5287,0.7686,9.658e-05
180,3.417388,0.5229,0.7653,9.536e-05
181,3.455843,0.5247,0.7656,9.414e-05
182,3.457389,0.5244,0.7658,9.292e-05
183,3.452954,0.5224,0.7608,9.17e-05
184,3.430847,0.5231,0.7611,9.05e-05
185,3.432853,0.5242,0.7615,8.929e-05
186,3.404296,0.5209,0.7649,8.809e-05
187,3.443725,0.5301,0.7686,8.69e-05
188,3.46152,0.5323,0.768,8.571e-05
189,3.429703,0.5239,0.7647,8.452e-05
190,3.500448,0.5228,0.7623,8.334e-05
191,3.453524,0.5258,0.7629,8.217e-05
192,3.399791,0.527,0.7589,8.1e-05
193,3.478648,0.5236,0.7664,7.983e-05
194,3.368373,0.531,0.7643,7.868e-05
195,3.393564,0.5301,0.7633,7.752e-05
196,3.378524,0.5292,0.7669,7.638e-05
197,3.35376,0.5283,0.7685,7.524e-05
198,3.484512,0.5303,0.7675,7.41e-05
199,3.427073,0.531,0.7668,7.298e-05
200,3.415377,0.525,0.7628,7.185e-05
201,3.404514,0.5318,0.7676,7.074e-05
202,3.467883,0.5318,0.7653,6.963e-05
203,3.324625,0.5334,0.7692,6.853e-05
204,3.397514,0.5286,0.7631,6.744e-05
205,3.361273,0.5284,0.7652,6.635e-05
206,3.383191,0.5318,0.7699,6.527e-05
207,3.331956,0.524,0.7677,6.42e-05
208,3.345945,0.5316,0.766,6.313e-05
209,3.345477,0.5316,0.768,6.208e-05
210,3.385214,0.5303,0.7638,6.103e-05
211,3.343104,0.5351,0.772,5.998e-05
212,3.327299,0.5337,0.7685,5.895e-05
213,3.348744,0.5316,0.7665,5.792e-05
214,3.371167,0.5303,0.7657,5.691e-05
215,3.361791,0.5348,0.7667,5.59e-05
216,3.305883,0.533,0.7656,5.49e-05
217,3.390759,0.5317,0.7672,5.39e-05
218,3.343848,0.5349,0.7665,5.292e-05
219,3.320615,0.5336,0.7647,5.194e-05
220,3.36609,0.5371,0.7679,5.098e-05
221,3.319749,0.5335,0.769,5.002e-05
222,3.325286,0.5349,0.7634,4.907e-05
223,3.372056,0.535,0.7658,4.813e-05
224,3.355032,0.5356,0.7685,4.72e-05
225,3.299263,0.5353,0.766,4.628e-05
226,3.340433,0.5358,0.7665,4.537e-05
